user_id,tw_lag7_watched,tw_lag6_watched,tw_lag5_watched,tw_lag4_watched,tw_lag3_watched,tw_lag2_watched,tw_lag1_watched,average_completion,total_sessions,num_genre,num_weekday,num_timeday,most_genre_Children's,most_genre_Comedy,most_genre_Drama,most_genre_Entertainment,most_genre_Factual,most_genre_Learning,most_genre_Music,most_genre_News,most_genre_Religion & Ethics,most_genre_Sport,most_genre_Weather,most_weekday_weekday_0,most_weekday_weekday_1,most_weekday_weekday_2,most_weekday_weekday_3,most_weekday_weekday_4,most_weekday_weekday_5,most_weekday_weekday_6,most_timeday_Afternoon,most_timeday_Evening,most_timeday_Morning,most_timeday_Night
GYRIDF,51.136583333333334,21.171033333333334,14.234566666666666,0.15068333333333334,66.15153333333333,64.51214999999999,103.13033333333334,0.25382669824068105,37,5,6,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
GYVNKC,0.5267,0.0,0.0,0.0,0.0,0.0,0.0,0.0019507407407407405,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
GYZLUI,39.71006666666667,52.33986666666666,0.0,0.0,56.9598,0.0,0.0,0.5967184691358024,3,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
GZAGXR,89.50593333333333,0.0,0.0,6.485916666666667,174.5695,75.75189999999999,138.78616666666665,0.6522179020346368,51,3,7,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
GZFBPH,0.0,0.15515,0.0,0.0,0.0,0.0,0.0,0.0034477777777777783,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
GZKDSA,922.8367000000001,1152.6359333333332,479.1864166666667,950.1891833333333,640.9941999999999,692.2335999999999,1197.7558166666668,0.17742738984799675,802,11,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
GZKHGA,40.40888333333333,0.0,0.0,1.9060500000000002,0.0,0.6541333333333333,0.0,0.24246038051235816,7,2,4,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
GZKORI,188.03015000000002,73.73455,103.68976666666669,259.292,28.00293333333333,13.426266666666667,165.29898333333333,0.4276567582147137,44,3,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
GZOJEW,1.1554833333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.012838703703703705,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
GZRUFV,0.0,0.0,0.0,0.0,0.0,0.0,0.5017833333333334,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
GZRVMV,0.0,0.0,4.818816666666667,0.0,1.2549333333333332,0.34076666666666666,0.0,0.05696847946364642,3,2,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
GZTGJD,0.0,0.0,0.0,4.9703,0.0,0.0,0.0,1.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
GZTZOX,0.0,79.9977,0.0,0.0,0.0,0.0,115.73845000000001,0.29661919185729846,5,4,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
GZVXMR,89.9845666666667,0.0,0.0,0.3332833333333333,0.0,0.0,0.0,0.43240421568627446,6,2,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
GZWCWM,0.0,0.0,53.2586,116.65758333333335,95.46141666666668,0.0,294.204,0.49772272742851603,21,3,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
GZYCBQ,31.074783333333333,0.0,0.0,0.0,0.0,0.0,3.5055666666666663,0.18223452160493825,6,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
GZYQLL,0.0,0.1741,0.0,0.0,0.0,2.2415833333333333,0.0,0.42553106403013174,7,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
HAADRF,122.17865,67.0122,51.82768333333334,84.40906666666667,84.28739999999999,0.0,0.0,0.5251589570833978,28,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
HABBSZ,214.69033333333334,162.89583333333334,265.35006666666675,0.0,150.36775,13.684249999999997,81.74885,0.1839513799127522,61,6,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
HAGUKG,0.0,10.176449999999999,7.156516666666667,0.8487333333333332,2.8005500000000003,18.06851666666667,0.02105,0.16135947886689508,33,6,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
HAIETJ,161.8542833333334,16.622616666666666,0.0,91.01098333333334,16.886966666666662,69.75711666666666,127.39291666666668,0.17414618744032662,54,5,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
HAKQTN,421.90979999999996,340.1960666666667,219.62871666666666,153.24923333333334,0.0,0.0,0.0,0.3945924062023274,71,7,7,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
HANVTV,78.39823333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.38640110229276897,3,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
HAUQTS,0.7905666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.014753965785381025,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
HAUSHJ,23.29925,52.428700000000006,0.0,0.0,0.0,0.0,0.0,0.32425461685050677,7,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
HAWRPA,1.5847666666666667,119.32115,107.31825,97.4023,58.993666666666655,0.0,81.30716666666667,0.31016544058673434,31,5,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
HAXWSS,29.59198333333333,98.83500000000001,49.416916666666665,17.806683333333336,32.6707,45.129866666666665,83.62306666666666,0.28097294392879557,118,4,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
HBBHSD,99.00491666666666,133.76903333333334,0.0,125.58230000000003,2.298766666666667,14.788433333333334,0.0,0.2782955954846008,36,5,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
HBIJGX,74.97793333333333,0.0,60.11798333333333,0.0,0.0,0.0,0.0,0.43842131749396457,6,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
HBJUCI,483.8139666666666,0.2776833333333333,0.0,134.08245,29.06335,179.21953333333332,70.36403333333334,0.5652378720511863,39,4,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
HBNYGF,0.0,1.69585,0.0,0.0,15.108100000000002,0.0,0.0,0.07918175715488215,3,4,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
HBPBAY,11.775833333333333,151.49275,193.05793333333332,0.0,0.0,0.0,55.669866666666664,0.3086030703939354,19,6,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
HBRTTF,624.4949166666668,227.17973333333336,1270.133483333333,310.2595166666667,87.07773333333334,408.23685000000006,488.1495666666667,0.34089571987950845,219,8,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
HBVKIR,0.11599999999999999,14.922533333333332,0.0,0.0,1.7161166666666667,0.0,0.0,0.1432881713747646,5,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
HBYOOI,0.0,3.6646833333333335,0.0,0.0,0.0,0.0,0.0,0.9994590909090909,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
HBYYNE,74.16253333333333,95.37838333333332,148.2543666666667,59.92730000000001,160.60575000000003,57.84771666666668,237.44241666666662,0.3737689631679287,99,9,7,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
HCANYF,4.708616666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.4708616666666667,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
HCDXLS,43.59536666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.9687859259259258,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
HCKMQS,39.1032,22.606283333333337,135.8998,59.31341666666667,103.02276666666668,76.56496666666666,90.00128333333335,0.34951856419240035,51,5,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
HCKWPP,20.230116666666667,169.35086666666663,0.0,0.0,0.0,0.0,0.0,0.2711344834000659,18,4,6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
HCVORM,0.0,0.0,0.0,0.0,0.0,0.0,2.399383333333333,0.028228039215686274,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
HCYHUP,5.15795,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
HDATMI,0.9691833333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.7179135802469135,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
HDCUKL,226.56431666666666,270.46775,1218.8532666666667,314.5331,472.90106666666657,48.454166666666666,0.0,0.4742662811319895,100,5,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
HDFTPT,61.33056666666666,0.0,0.0,0.0,0.0,33.68971666666666,0.0,0.3384489861895794,7,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
HDKDXO,140.11896666666664,14.249116666666666,199.48619999999997,22.31445,25.106,20.0396,0.0,0.44624564228471697,35,4,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
HDNYKE,285.1941166666667,562.9040166666667,493.81320000000005,756.7727666666669,377.31951666666663,1279.9138000000003,756.9227666666668,0.4139212137306548,197,6,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
HDOPZR,0.0,51.0278,1.154383333333333,371.9361,66.5284,0.0,28.920616666666668,0.26189619885204396,27,4,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
HDPHRK,0.3204166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.3314655172413793,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
HDPHTH,169.40328333333335,296.8495833333333,0.0,0.0,0.0,0.0,0.0,0.22862733470440286,43,6,5,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
HDSCCC,0.0,28.879816666666663,44.340816666666655,181.01381666666666,4.882583333333333,74.09863333333332,16.768,0.359049417915155,27,5,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
HDXFSG,28.838683333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.6571861111111111,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
HDZOST,504.68814999999995,364.75011666666666,0.0,0.0,0.0,0.0,0.0,0.21523462877946492,26,5,7,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
HEEOSM,1.1183833333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.5038059259259259,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
HEJJQS,81.69141666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.5374674143523028,9,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
HEMMCY,0.0,30.40083333333333,0.0,0.0,0.0,0.0,0.0,0.20267222222222225,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
HENOLP,0.71815,0.1478,11.560550000000001,24.264666666666667,57.86595,16.219966666666668,36.1367,0.06889076968677302,82,5,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
HEOARY,4.547766666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.05053074074074074,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
HERHSA,0.0,0.4510333333333333,0.0,0.0,0.0,0.0,0.0,0.007517222222222222,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
HERZCJ,759.5846833333335,770.7998666666666,520.8853333333335,403.2293333333332,539.8603333333333,689.2971833333335,377.8940666666666,0.4257726733847394,296,6,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
HESGSL,0.19725,0.0,0.0,0.0,15.748,0.0,0.9482666666666667,0.12775979243782062,5,4,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
HESMEJ,5.175883333333333,0.0,0.0,0.0,0.5153666666666666,2.358783333333333,0.0,1.0,3,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
HEUYBK,105.56905,28.850716666666667,336.75873333333334,58.30548333333333,473.2925333333333,54.59876666666666,214.71455000000003,0.4265449275498246,102,5,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
HEXYPO,159.52783333333332,0.0,0.0,0.0,244.64736666666667,0.0,0.0,0.23412782573616436,14,3,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
HFBMGT,303.5783,300.94051666666667,494.34825000000006,139.77939999999998,333.12303333333335,264.6550833333333,383.0206166666666,0.23376445410865004,56,5,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
HFBRNL,298.1323666666666,443.50468333333333,911.8569166666667,306.7183166666667,146.16968333333335,0.0,408.0256166666666,0.42249206694083796,144,8,7,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
HFCCAV,0.2673333333333333,0.0,0.0,0.0,0.0,0.0,0.18646666666666667,0.0017796078431372546,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
HFDDLZ,0.0,67.00168333333333,11.98285,7.944583333333334,0.0,30.85045,0.0,0.26948741382868935,5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
HFIAXB,0.0,78.38951666666665,0.0,0.0,0.7025833333333333,35.16155,0.0,0.1978796234171088,13,5,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
HFIZBY,88.09384999999999,96.42928333333333,79.14915,41.323883333333335,184.21468333333334,25.2468,31.238850000000003,0.15348464445334756,40,5,7,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
HFJRPG,1.4460166666666667,0.0,0.0,0.0,0.0,26.663600000000002,0.0,0.17907514796659404,6,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
HFJZNZ,0.0,176.52836666666664,56.36818333333333,0.0,0.0,0.0,0.0,0.6546921280679945,7,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
HFKKDN,11.461549999999997,31.118666666666662,0.15955,6.470066666666666,8.000883333333332,0.0,2.3768666666666665,0.22745657786870488,12,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
HFMMGN,0.0,2.1740666666666666,0.0,0.0,0.0,0.0,0.0,0.5182357575757576,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
HFNARZ,0.0,9.977333333333332,48.23145,0.0,0.0,0.0,0.0,0.30644281676413254,6,3,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
HFOASG,28.91246666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.9637488888888888,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
HFODOH,73.0141,0.0,0.0,0.0,0.0,0.0,0.0,0.4326106790123456,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
HFOLFC,0.0,75.66651666666667,0.0,0.0,0.0,0.0,0.0,0.36440859386973184,3,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
HFORZC,771.0229833333334,636.7097666666666,911.2935166666664,1361.5058666666666,1113.6097333333332,635.4395666666666,1301.7891166666664,0.23527448113902763,494,8,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
HFSMCW,435.3133166666666,173.45305,443.4300333333332,220.1767833333333,358.81300000000005,0.0,377.4197833333332,0.38024442265492775,122,5,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
HFSUJU,1216.5284166666665,919.0143166666667,565.2561000000002,0.0,0.0,0.0,0.0,0.45687659279515375,75,8,7,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
HFSXVN,134.57388333333336,0.0,33.41703333333333,0.0,0.9989166666666667,0.0,6.020533333333333,0.28298854570508214,31,5,5,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
HFYCWB,125.92968333333334,316.1992666666667,1.07275,1504.6156333333333,803.4702666666666,324.43691666666666,3062.4566666666674,0.5132914368562872,38,7,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
HFYDVE,51.95458333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1848925490196078,11,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
HGATAQ,38.0687,0.0,0.0,17.763233333333332,0.0,0.0,0.0,0.31886386596119937,15,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
HGBPQK,29.16048333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.16595847222222224,4,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
HGCPBT,58.82218333333334,310.1101000000001,0.5149333333333334,5.7307,16.425866666666668,66.58713333333333,0.0,0.4168290186478074,31,2,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
HGCQLN,9.442933333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.07036132996632997,3,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
HGCQLV,0.0,0.5010666666666667,0.0,0.0,0.16698333333333334,0.0,0.0,0.6669833333333334,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
HGGRGU,0.0,9.492183333333333,0.0,0.0,10.464383333333334,0.0,0.0,0.41975644444444443,3,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
HGRMGU,569.1378166666665,418.7968666666667,393.3468333333332,274.15136666666666,752.2533333333332,572.383233333333,935.6346500000001,0.11519797525859315,332,11,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
HGRPSY,0.16716666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0027861111111111107,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
HGTBYB,0.0,0.06756666666666666,0.0,0.0,0.0,0.0,0.0,0.04094949494949495,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
HGTMIV,1791.8728166666665,142.71841666666666,2097.708883333333,1942.2167,1607.60655,1764.1915666666666,1894.4594166666675,0.6128347564445139,463,7,7,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
HGUHYO,8.962183333333332,0.0,0.0,0.0,0.0,0.0,60.446099999999994,0.27373842770037954,8,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
HGWBPL,96.89736666666667,0.0,0.0,1.0213666666666668,0.0,0.0,0.0,0.6668793827160494,3,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
HGWZWH,43.94328333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4882587037037038,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
HGXMFC,150.6091,0.0,0.0,0.0,0.0,0.0,0.0,0.37152002525252525,6,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
HGYXWD,710.3788833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.31975812589146524,39,3,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
HHBIDB,369.55376666666666,115.81126666666665,1017.9175999999998,799.16995,1811.0635166666668,1154.7024499999995,48.330816666666664,0.4390205323875789,179,9,7,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
HHCWEV,0.0,0.0,0.0,0.0,0.0,0.7079333333333333,0.0,1.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
HHDUZO,1.6016,0.0,0.0,0.0,0.0,0.0,0.22046666666666667,0.005886336111111111,7,4,3,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
HHGCAC,1.4941166666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.9960777777777778,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
HHHGRW,5.5178666666666665,1.4275166666666668,0.0,0.0,0.0,0.0,0.0,1.0,3,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
HHJKGZ,728.7017999999999,311.35473333333334,607.0673833333334,343.25425000000007,401.26440000000014,402.2007499999999,583.82075,0.26061665635071457,392,7,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
HHKAAH,0.7753333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.015172511832319133,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
HHLTRE,0.0,15.066149999999999,15.159816666666668,0.0,0.0,0.0,0.0,0.40431554580896684,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
HHLZLF,58.324666666666666,60.62265,32.52846666666667,0.0,64.29785,64.88756666666666,16.34218333333333,0.2538787115261754,41,5,4,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
HHQFOD,76.77258333333333,97.11801666666666,162.06925,38.039983333333325,0.0,0.0,66.15935,0.3164251187815829,62,3,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
HHRUXM,0.0,0.0,0.0,0.0,10.629650000000002,0.0,0.0,0.6048994930244146,4,2,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
HHSCAI,87.48951666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.49719542483660145,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
HHTDJQ,51.69558333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3676706034482759,3,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
HHTIRW,0.0,0.16643333333333332,0.0,0.0,0.0,0.0,0.0,0.001538240740740741,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
HHUQSJ,10.09525,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
HHWIPD,52.15950000000001,89.83838333333333,281.5801000000001,495.62065,17.010116666666665,51.2534,6.476616666666667,0.09729034900419914,141,9,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
HIBAIM,410.4663166666666,1821.0356500000003,354.58349999999984,5910.532383333334,1586.1381499999995,31.971266666666665,49.93103333333333,0.3436877754770978,127,4,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
HIBILL,92.28444999999999,0.0,0.0,1.3404333333333334,0.0,0.0,0.0,0.29015847222222224,4,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
HIDKMM,454.6656666666667,168.3735166666667,143.84693333333334,314.3302833333333,384.0295666666666,157.2396,175.76153333333332,0.43821424908568685,156,6,7,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
HIEBMW,0.0,0.20779999999999998,0.0,0.0,0.0,0.0,0.0,0.003171388888888889,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
HIFSKI,742.3278333333333,950.8441166666667,381.95223333333337,561.4177833333334,0.0,0.0,72.99771666666666,0.5129599449146179,35,8,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
HIHMID,55.38969999999999,0.0,56.85458333333333,0.0,0.0,14.438716666666666,0.0,0.3611855514458424,8,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
HIHRQQ,138.52391666666668,621.7144833333332,143.50015,442.0564,229.7773,87.36476666666667,58.687,0.3763495311070698,105,5,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
HIIEQP,235.61986666666664,0.0,0.0,0.0,0.0,0.0,4.817733333333333,0.8315901512014361,11,3,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
HIKPBO,0.16688333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0055627777777777785,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
HILUFD,0.3929166666666667,0.0,0.0,68.00923333333333,122.97813333333332,58.1364,0.0,0.5391403769583943,11,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
HIPVCM,204.55768333333333,55.580749999999995,19.55155,346.63603333333333,0.0,279.34933333333333,0.0,0.4040839630132497,61,3,6,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
