user_id,tw_lag7_watched,tw_lag6_watched,tw_lag5_watched,tw_lag4_watched,tw_lag3_watched,tw_lag2_watched,tw_lag1_watched,average_completion,total_sessions,num_genre,num_weekday,num_timeday,most_genre_Children's,most_genre_Comedy,most_genre_Drama,most_genre_Entertainment,most_genre_Factual,most_genre_Learning,most_genre_Music,most_genre_News,most_genre_Religion & Ethics,most_genre_Sport,most_genre_Weather,most_weekday_weekday_0,most_weekday_weekday_1,most_weekday_weekday_2,most_weekday_weekday_3,most_weekday_weekday_4,most_weekday_weekday_5,most_weekday_weekday_6,most_timeday_Afternoon,most_timeday_Evening,most_timeday_Morning,most_timeday_Night
AADDJF,0.0,115.84174999999999,3.622533333333333,0.0,0.0,0.0,0.0,0.5340680481481481,7,7,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AADVCF,104.50253333333333,68.4228,11.407633333333335,44.93376666666666,15.1393,0.1467,22.515166666666666,0.20755420988274795,38,7,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
AADWBM,27.124283333333334,59.183333333333344,0.0,0.0,0.0,0.0,0.0,0.4530037551789077,4,3,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
AAHITE,0.3567166666666667,167.61373333333333,58.89938333333334,10.3118,55.222833333333334,59.831783333333334,61.61383333333333,0.5675440292353578,20,4,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AAKIJG,28.29971666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.06276223771829283,15,2,4,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
AAQTRA,119.60198333333334,0.0,0.0,47.52515,0.0,0.0,0.0,0.4023970446596717,7,3,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
AAQYFA,868.4416833333335,1112.359866666667,488.7781499999999,950.7775666666668,780.9200166666668,320.0237,150.89085,0.2633981809196283,388,7,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
AARDMV,166.46403333333333,10.888099999999998,70.7639,110.50121666666666,0.0,296.71,64.59546666666665,0.37829348501850446,32,4,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
AARFWR,2.9470666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
AATAUI,118.14301666666668,0.04443333333333333,0.0,0.0,14.310783333333333,86.09218333333332,28.821333333333335,0.18011469762958518,33,5,6,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
AAWFZX,399.1818833333333,338.2440833333333,271.53451666666666,203.46895,277.5830166666666,55.78393333333333,0.0,0.33215254408471045,95,2,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
AAWHET,259.90381666666667,59.28923333333333,71.14943333333332,0.0,55.17856666666666,15.980733333333337,59.162749999999996,0.2933049115667121,42,3,5,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
AAYRYM,16.866816666666665,18.364316666666667,0.0,0.0,0.3441833333333333,0.0,17.25135,0.09925983780734517,8,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
AAZCNW,0.16398333333333334,44.46221666666667,75.14726666666667,0.0,9.3373,0.0,48.95893333333333,0.16084653529422213,33,4,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ABCJLL,0.0,2.9462,0.0,0.0,0.0,0.0,0.0,0.6736169491525423,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ABCNYV,0.0,59.35203333333333,0.0,0.0,0.0,0.0,0.0,0.746360925925926,6,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ABFPIM,42.99805,5.709099999999999,0.0,0.0,0.0008166666666666668,5.6838,0.0,0.06986806156511757,9,4,5,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
ABJSOR,80.27466666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.23112546296296294,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ABJYQA,0.0,33.42363333333333,0.0,0.0,0.0,0.0,0.0,0.37137370370370365,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ABNDWZ,89.24313333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.40903198978288635,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ABTYPC,602.8557333333331,178.3161,112.0338,129.97258333333338,187.8928,99.63570000000001,1.1155166666666665,0.44564997508579596,75,6,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ABWGML,56.62605,0.0,0.7040833333333333,0.0,0.0,0.0,0.0,0.37379959770114946,3,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ABXRTT,0.0,73.153,0.0,0.0,0.0,0.0,0.0,0.36036141203703703,2,2,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ABYWUU,0.19178333333333333,0.0,0.0,0.0,0.0,1.3594666666666666,0.0,0.035443333333333334,4,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ABZTPD,0.17896666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.049712962962962966,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ACBUAM,2.6215333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.5745045045045045,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ACDKEY,0.0,0.05556666666666667,0.0,0.0,0.0,0.0,0.0,0.0006537254901960785,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
ACEBFI,0.3339833333333333,57.6971,0.0,0.0,0.10575000000000001,0.0,0.0,0.21891560828625237,5,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ACEWDN,0.0,10.129316666666666,0.0,65.22383333333333,65.89738333333334,33.13961666666666,10.432500000000001,0.3712571668871253,38,3,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ACEZRP,239.9490166666667,318.9742333333333,150.50731666666667,233.03745,334.91891666666663,492.4652333333333,35.12248333333333,0.3862786878876172,132,5,7,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ACIUPN,27.81483333333333,0.0,0.0,0.0,117.64475,129.13053333333335,75.03501666666668,0.3127797230369409,19,4,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
ACKQTG,1.0009833333333331,0.0,0.0,5.001216666666667,1.87475,0.0,0.0,0.44291440687063877,3,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ACMJJY,480.99660000000006,334.6169500000001,169.79405,451.3144166666667,538.6390833333334,975.1101666666667,241.53253333333336,0.350687885541823,105,8,7,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ACNBPN,0.0,1.1287166666666666,0.0,0.0,0.0,0.0,0.0,0.9755499999999999,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ACNCWH,197.27716666666663,123.91311666666665,114.78696666666667,112.69171666666668,0.0,0.0,0.0,0.4145532975246194,36,5,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ACNFYX,15.5802,0.0,0.0,0.0,0.0,0.0,0.0,0.1307647222222222,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ACQPLS,0.0,0.0,0.0,0.0,0.0,0.44071666666666665,0.0,0.2850668981481482,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ACSHIT,218.1165333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2992996536878758,15,5,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ACTURF,59.00743333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.9886752303825748,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ACVFDI,530.8896666666667,76.75923333333334,53.97096666666667,116.1896833333333,291.4689,141.92521666666667,41.92175,0.37927101108001526,123,7,7,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ACVXDF,334.4917333333333,62.83181666666667,266.8918,230.42266666666666,428.7364666666667,213.5040666666667,197.33901666666668,0.6476149320216334,199,7,7,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
ACZXRF,0.0,3.8232166666666663,0.0,0.0,0.0,0.0,0.0,0.04497901960784314,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
ADDCTX,817.4880333333333,564.07955,385.45368333333334,570.7545833333334,691.2083,609.5997999999998,1041.946883333333,0.4569088608645607,186,5,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ADFPUQ,0.0201,0.0,0.0,0.0,0.0,0.0,0.0,0.0134,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ADGZDG,17.182899999999997,0.0,51.69951666666667,0.07138333333333334,0.0,0.0,0.0,0.28630595126924097,9,4,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ADJCDY,86.71295,26.173599999999997,9.8121,0.5389166666666666,0.0,23.732966666666663,29.702766666666665,0.2322133088255043,44,3,5,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ADJPAJ,104.46953333333333,459.20188333333334,576.6539666666664,404.43511666666666,377.79736666666673,65.67021666666666,36.95278333333333,0.35237282873969583,198,7,7,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
ADOQJO,580.6340666666666,43.932566666666666,205.25045,22.77753333333333,0.0,53.23233333333333,0.0,0.30912770284067137,32,5,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ADPRTH,0.9829,2.8813166666666667,0.0,1.0000833333333334,26.9291,6.573733333333333,0.0,0.7547203355912416,14,3,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ADSLRP,620.3570833333333,400.46880000000004,334.16595000000007,586.5092833333334,518.4158166666667,624.8154166666666,618.9949499999999,0.3418019253404997,157,5,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ADVFDI,19.484383333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.12853620401757693,5,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ADWFVO,3358.0205166666674,2067.338200000001,2263.0223999999994,1956.4432500000007,2357.058,2481.7236333333317,2355.8942499999994,0.3890673993304869,895,8,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ADXBWQ,20.68445,270.50488333333334,72.8189,0.0,0.0,0.0,0.0,0.405714398614863,29,4,6,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ADYOUI,9.678533333333334,0.0,0.0,0.0,8.233266666666667,0.0,0.0,0.5177665961199295,3,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
AEBVYL,9.687233333333332,0.0,6.197333333333334,0.0,42.012766666666664,49.60756666666667,106.62888333333332,0.31773812250285693,21,8,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
AECFCB,0.0,225.50546666666665,182.2264,0.0,0.0,97.49711666666667,7.868333333333333,0.581960349199611,10,6,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
AEGCSB,0.0,58.72876666666666,29.358666666666668,0.0,0.0,0.0,0.0,0.2788654468152363,5,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
AEPBLL,14.949316666666666,0.0,0.0,2.089266666666667,0.0,0.0,0.0,0.11496799077862198,6,3,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
AERDLY,0.09016666666666667,0.0,0.0,0.14705,16.4614,10.742616666666667,0.09885,0.06859177292188806,5,5,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
AETSIV,0.0,58.0089,0.0,0.0,0.0,0.0,0.0,0.9832016949152542,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
AEWZOA,0.0,0.0,0.0,0.0,0.0,0.0,33.49979999999999,0.7781389830508474,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
AFAGWP,71.60903333333336,25.638366666666666,0.0,0.0,22.98346666666667,0.0,0.0,0.25023674729383844,12,5,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
AFHCFJ,6180.954649999999,7184.987066666662,7036.423816666671,1360.5720333333334,3073.092516666668,1616.3690833333337,2543.642150000001,0.5339561142703089,536,9,7,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
AFHTCM,131.79661666666667,29.504566666666665,0.0,0.0,0.0,0.0,0.0,0.21305644409160818,7,3,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
AFHTSV,239.1605666666667,120.87030000000001,76.81066666666666,58.60841666666667,3.88195,29.4146,0.0,0.2762439805491709,80,5,7,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
AFJAUQ,59.218083333333325,0.0,56.29196666666667,0.0,69.64803333333333,59.69421666666666,0.0,0.5573825057845097,17,4,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
AFJJTE,586.7332833333334,313.2911,332.79845,92.65706666666665,0.0,17.215633333333336,3.810983333333333,0.3522184720398111,50,8,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
AFKAAC,0.0,0.14118333333333333,0.0,0.0,0.0,0.0,0.0,0.11930985915492955,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
AFMBHR,0.0,59.40828333333333,0.0,56.6162,15.300516666666667,0.6695333333333333,119.84123333333334,0.4008995102346525,17,3,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
AFMLGJ,211.24268333333325,118.03503333333333,105.99648333333333,0.0,0.0,0.0,0.0,0.1529126062080789,56,4,7,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
AFPDPX,308.78428333333335,268.94355,228.34718333333333,1188.4044333333331,167.10701666666665,398.8191,83.09088333333334,0.3294698341714461,125,6,7,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
AFQCDM,320.27754999999996,497.5311833333333,152.04106666666667,177.44091666666668,80.38319999999999,49.69643333333333,120.00145,0.3701952502140043,99,7,7,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
AFQUEA,233.94823333333332,213.79313333333332,293.68521666666675,387.9154500000001,441.7865833333333,450.28488333333325,480.15144999999984,0.412586056922428,196,6,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
AFTUHF,15.1373,0.0,0.0,0.0,0.0,0.17253333333333332,0.0,0.11424304938271607,3,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
AFTYXJ,707.6509500000002,57.32704999999999,146.23549999999997,197.17958333333334,261.2643166666667,56.241150000000005,229.4613,0.20431479069891376,121,7,7,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
AFUDLW,0.0,0.0,0.0,0.0,41.47359999999999,0.0,0.0,0.6311238803637397,3,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
AFWEVD,3.6889166666666666,2.843683333333334,32.53583333333333,11.306066666666666,38.85568333333333,28.264499999999998,0.0,0.47122877482725983,38,6,6,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
AFXCOA,4.911183333333334,0.0,0.0,13.554466666666665,0.0,0.0,0.0,0.19978258838945756,2,2,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
AFXJFG,116.98901666666667,61.41701666666667,0.0,0.0,0.0,0.0,0.0,0.30556430675501317,26,4,4,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
AFYIPK,24.95946666666666,33.71941666666667,0.0,9.935266666666667,0.0,0.0,0.0,0.4126342354497355,4,2,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
AGBCMD,0.0,126.99358333333336,57.26985,33.0067,137.36158333333333,60.01223333333333,113.72181666666665,0.5300266495491951,32,3,7,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
AGCAIK,6.122716666666666,0.0,0.0,0.0,0.0,7.78315,0.0,0.39875765765765764,3,3,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
AGCAIM,0.0,0.0,8.277166666666666,0.0,0.0,0.0,0.0,0.9998347338935574,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
AGCKKF,352.8786333333333,30.884516666666663,20.257983333333332,58.536116666666665,0.0,0.0,133.87601666666666,0.35256758098094754,24,5,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
AGDBXS,0.0,0.0,0.0,0.22823333333333334,0.0,0.0,0.0,0.0020436574074074072,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AGDVTY,0.0,1.0439166666666666,0.0,0.0,0.0,0.0,0.0,0.17113387978142078,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AGEOWK,89.49866666666667,0.0,0.0,0.0,3.1205,0.0,34.23475,0.5883682893685622,7,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
AGEZNL,125.22105,0.0,0.0,0.0,0.14315,43.9667,0.0,0.24698629256091195,13,3,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
AGHVIN,0.20153333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.4030666666666667,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AGIDGB,1.8341166666666666,12.095999999999998,4.152366666666666,20.024933333333333,0.1881,21.622133333333334,0.15736666666666665,0.4264723729188084,15,5,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
AGIEVU,0.0,5.6841,0.0,0.0,0.0,0.0,0.0,0.094735,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
AGNDPP,0.0,0.0,60.22568333333333,0.0,0.0,0.0,0.0,0.5241555640698169,6,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AGNGYZ,142.54571666666666,0.0,18.084066666666665,59.55036666666667,43.45771666666666,0.0,59.376400000000004,0.48674088977639224,29,5,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AGNVUA,363.3912833333333,532.8805666666667,599.5954,655.6309666666665,698.7817833333332,870.3524500000002,556.6686166666667,0.40674108680068366,225,6,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AGOWFQ,0.0,0.0,0.0,0.0,1196.73065,0.0,0.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
AGQYSY,6.9691,17.066333333333333,0.0,0.0,0.0,0.0,1.0178666666666667,0.0829588664021164,4,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
AGSPWH,0.0,0.0,0.0,0.0,0.50025,0.0,0.0,0.0025653846153846148,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
AGTEBW,69.09286666666667,213.31846666666667,65.7107,28.51033333333333,131.8304,26.51921666666667,69.1885,0.20848982575948938,53,5,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AGUSEM,0.0,0.0,0.0,2.0006666666666666,0.0,0.0,0.0,0.8002666666666667,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
AGVSST,152.58145,133.74356666666665,287.8604333333334,71.26844999999999,265.275,249.12075,70.66825,0.27781080687381626,123,8,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AGVUGS,89.06471666666667,247.7694333333333,183.30631666666667,55.63413333333333,36.17923333333333,82.05781666666665,28.481616666666667,0.28924136138424655,45,6,7,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
AGYMON,0.0,0.0,93.19495,62.87813333333333,178.48015,0.0,24.582816666666666,0.6348136644695542,12,3,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
AGZFVB,0.0,26.685366666666667,1.4294333333333331,0.0,0.0,0.0,0.0,0.3044453703703704,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
AHBYJI,131.45551666666668,34.59936666666666,32.465333333333334,346.6688666666666,237.48573333333331,168.12196666666668,84.39316666666666,0.4649530854032452,103,6,7,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
AHCWYI,27.1537,0.0,0.0,0.0,0.0,0.0,0.0,0.6692024999999999,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
AHFZFI,0.0,1.4984166666666667,0.0,22.4987,15.261033333333334,0.0,0.0,0.24379893795093796,7,4,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
AHHAOR,0.0,8.92345,0.0,1.23895,0.0,0.0,0.0,0.0914787962962963,3,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
AHHDUS,174.59863333333334,173.52765,58.023666666666664,180.08741666666668,443.1265,119.81463333333332,805.0482166666667,0.3930123157660174,72,5,7,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AHIOZJ,4.465933333333333,37.02966666666667,17.797483333333332,71.16614999999997,41.65893333333333,13.953966666666666,2.0113166666666666,0.2814736106363319,58,6,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
AHJQXT,1.1885166666666667,1.0731666666666664,56.94963333333333,0.0,0.0,0.0,0.0,0.23923486243386247,7,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
AHLMGI,0.7944166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.011348809523809523,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
AHMNGM,0.4758833333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
AHNKXS,7.002033333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.12284269005847953,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
AHOAWE,0.0,0.18930000000000002,0.0,0.0,0.0,0.0,0.0,0.002871851851851852,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
AHPFBQ,139.88145,0.0,0.0,0.0,0.0,0.0,0.0,0.5852545061728395,3,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AHPVON,107.50785,153.35573333333332,133.57516666666666,69.97216666666668,75.80156666666667,15.066316666666667,0.0,0.21687418400847241,74,5,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AHQPIK,0.3360333333333333,208.85206666666664,0.17161666666666667,106.82513333333334,16.107166666666668,0.0,31.689199999999996,0.1871197727173849,22,6,6,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
AHUBYL,66.74923333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.5918685611460518,5,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
AHVXJL,158.35215,217.79303333333337,351.5395,300.00629999999995,167.28535,232.2141333333333,236.59893333333338,0.3079118375617063,155,5,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
AHXKHO,97.18065,72.69151666666666,0.0,0.0,0.0,0.0,0.0,0.3064027518922586,7,3,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
AIADML,1.2681166666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.345542037037037,3,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
AICCFS,1.5032666666666668,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AICHCC,30.357983333333337,28.06036666666667,28.470999999999997,2.156066666666667,60.94963333333332,189.23314999999997,240.31303333333335,0.20811523084648226,62,5,7,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
AICLJU,25.148216666666666,146.13856666666666,309.16943333333336,170.8751333333333,0.0,0.0,0.0,0.2877109246092083,60,6,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AICNGZ,562.1635499999999,493.6271499999999,438.8337833333333,109.64991666666667,115.10966666666668,0.0,0.0,0.37178178826866404,118,6,7,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
AIEEKO,1480.681833333333,472.3878833333333,159.50386666666665,162.2716,47.25896666666666,1337.272433333333,1395.1855833333334,0.3101520390682427,65,8,7,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
